Question,Answer
이탈리아어 장르에서 인기 있는 도서는 무엇인가요?,"이탈리아어 장르에서 인기 있는 도서는 가장 쉬운 이탈리아어 첫걸음의 모든 것 , 국가대표 이탈리아어 완전 첫걸음  입니다."
기타 유기공업 장르에서 인기 있는 도서는 무엇인가요?,"기타 유기공업 장르에서 인기 있는 도서는 (매일매일 소원이 이루어지는) 보석비누 클래스, 뷰티풀 타임:뷰티 에디터도 궁금한 명품 화장품 브랜드 탄생 이야기, 투명한 보석비누 교과서:나만 알고 싶은 카즈미솝 디자인&레시피, 미휴의 디자인 천연비누, (세포 파괴와 암을 유발하는) 샴푸와 주방세제의 유해 물질들 , 미휴의 디자인 천연비누:내 피부에 딱 맞춰 디자인한 핸드메이드 비누, 서동혜의 화장품 Z파일, 오키프의 천연 수제 비누:소중한 나를 위해, 직접 만드는 특별한 디자인 비누, 투명한 보석비누 교과서, 향수 레이어링:더할수록 깊어지고 완벽해진다 입니다."
서예 장르에서 인기 있는 도서는 무엇인가요?,"서예 장르에서 인기 있는 도서는 추사 김정희:산은 높고 바다는 깊네, 글씨 하나 피었네:강병인의 캘리그래피 이야기 입니다."
기타 아시아 제문학 장르에서 인기 있는 도서는 무엇인가요?,"기타 아시아 제문학 장르에서 인기 있는 도서는 케플러62, 내 꿈은 슈퍼마켓 주인!, 길고양이 푸라[스트리밍], 꼬마 곰 무르, 날아라 고양이, 작은 사랑 이야기, 로지가 달리고 싶을 때, 하늘을 날고 싶은 아기 새에게 , 생각하는 아이, 쩌우까우 이야기  입니다."
일반윤리학 각론 장르에서 인기 있는 도서는 무엇인가요?,"일반윤리학 각론 장르에서 인기 있는 도서는 왜 약속을 지켜야 하죠?:소중한 가치를 일깨워 주는 인성 동화, 굿 라이프:내 삶을 바꾸는 심리학의 지혜, (평범해서 더욱 소중한)아주 보통의 행복 , 현실적 낙천주의자 :어떤 상황에서도 여유롭고 냉철하게 판단하는 사람 , 조선의 선비 정신:쉼 없이 탐구하고, 바르게 행하여 역사를 이끌다!, (아름다운)가치사전, 나의 행복과 모두의 행복:벤담이 들려주는 최대 다수의 최대 행복 이야기, (아름다운) 가치사전, 냉정한 이타주의자:세상을 바꾸는 건 열정이 아닌 냉정이다, 우리는 무엇으로 행복해지나?:우리 시대 살아 있는 지성들이 발견한 ""행복 입니다."
가정생활의 풍습 장르에서 인기 있는 도서는 무엇인가요?,가정생활의 풍습 장르에서 인기 있는 도서는 조선의 잡지:18~19세기 서울 양반의 취향 입니다.
일본 장르에서 인기 있는 도서는 무엇인가요?,"일본 장르에서 인기 있는 도서는 책과 여행으로 만난 일본 문화 이야기, (궁금해서 밤새 읽는) 일본사:한 권으로 압축한 일본사 완결판, 일본인 이야기 1, 일본 제국 패망사:태평양전쟁 1936~1945, 청일전쟁, 국민의 탄생:근대 일본의 첫 대외 전쟁의 실상, 에도의 도쿄, 메이지의 도쿄, 곤니치와, 일본:호기심 많은 아이를 위한 문화 여행, 일본사를 움직인 100인, 제국대학:근대 일본의 엘리트 육성 장치 입니다."
중등교육 장르에서 인기 있는 도서는 무엇인가요?,"중등교육 장르에서 인기 있는 도서는 국어 교과서 작품 읽기, 중학생활백서:현직 교사들이 상세히 알려주는 중학생활 실전 가이드, 국어 교과서 작품 읽기:고등 소설, 국제 바칼로레아 IB가 답이다:이미 최고의 교육으로 주목받는 IB의 모든 것, (새 입시를 준비하는) 2021 중학생 공부법, 꿈을 찾는 자유학기제:우리집 외계인을 위한 최고의 직업 찾기, 나의 진로를 위하여 알아야 할 대학의 모든 것:진로진학 상담선생님이 안내하는 Q＆A 135, (한국의 이튼 스쿨을 꿈꾸는)하나고 이야기:스스로 꿈을 찾는 아이를 만드는 위대한 실험 보고서, 고1 생활백서:고교 생활에 필요한 모든 사항을 한눈에!, 국어 교과서 작품 읽기:고등 수필 입니다."
멕시코 장르에서 인기 있는 도서는 무엇인가요?,멕시코 장르에서 인기 있는 도서는 Snowy bear 입니다.
주제별전기 장르에서 인기 있는 도서는 무엇인가요?,"주제별전기 장르에서 인기 있는 도서는 황소고집 이순신, 별 헤는 아이, 윤동주[스트리밍], (그림 그리는 아이) 김홍도, 키스 해링:낙서를 사랑한 아이, 선생님, 바보 의사 선생님, 위대한 건축가 안토니오 가우디의 하루, (조선 사람들의 소망이 담겨 있는) 신사임당 갤러리, 책벌레 이도, 아이작 뉴턴:운동의 법칙을 밝히다, 빈센트 반 고흐 입니다."
기타 제법 장르에서 인기 있는 도서는 무엇인가요?,"기타 제법 장르에서 인기 있는 도서는 노동법 100, 단 한 권의 노동법:근로시간, 임금, 근로조건에 대한 모든 것 입니다."
예술 장르에서 인기 있는 도서는 무엇인가요?,"예술 장르에서 인기 있는 도서는 예술가처럼 생각하고 만들기, 똑같은 빨강은 없다, 뉴턴의 아틀리에:과학과 예술, 두 시선의 다양한 관계 맺기, 심미안 수업:어떻게 가치 있는 것을 알아보는가, 영국왕립예술학교, (알랭 드 보통의) 영혼의 미술관, 예술, 도시를 만나다:걸작을 탄생시킨 도시들의 이야기, 유럽 인문 산책:느리게 걷고 깊게 사유하는 길, 그림으로 화해하기:관계가 내 마음 같지 않을 때, 그림이 건네는 말 , 예술에 대한 여덟 가지 답변의 역사 입니다."
정치학 장르에서 인기 있는 도서는 무엇인가요?,"정치학 장르에서 인기 있는 도서는 어떻게 살 것인가, 정의란 무엇인가, 백범일지:백범 김구 자서전, 통일:통일을 꼭 해야 할까?, 조국의 시간:아픔과 진실 말하지 못한 생각, (한눈에 들어오는) 초등 정치, 윤석열과 검찰개혁 :검찰공화국 대선후보, 지리의 힘, (문재인의) 운명, 마오쩌둥 입니다."
"대학, 전문, 고등교육 장르에서 인기 있는 도서는 무엇인가요?","대학, 전문, 고등교육 장르에서 인기 있는 도서는 (대한민국 학부모라면 반드시 알아야 할) 입시의 정도, 독서로 완성하는 학생부, (입시가 변해도 흔들리지 않는) 무적의 학습포트폴리오, 아이와 간다면, 캐나다!:아이에게 열어주는 즐거운 영어 교육의 시작, 대학생은 처음이라, 학교생활기록부를 디자인하라:교사·학생·학부모의 성장 바이블, 슬기로운 대학생활:대학 신입생 서바이벌 가이드북, ‘꿈’이라 쓰고 ‘도전’이라 읽는다:달콤쌉쌀한 미국 고등학교 교환학생 이야기, 공부의 배신, 대학과 권력:한국 대학 100년의 역사-대학권력 국가권력 시장권력 입니다."
임상심리학 장르에서 인기 있는 도서는 무엇인가요?,"임상심리학 장르에서 인기 있는 도서는 마음요리, 딸은 엄마의 감정을 먹고 자란다:세상의 모든 딸, 엄마, 여자를 위한 자기회복 심리학, 정신과 의사에게 배우는 듣기의 기술, 네 명의 완벽주의자 =Four perfectionist :내 안의 완벽주의로 더 행복한 나를 만드는 법 , (절망의 시간에서 자신감과 자존감을 되찾아줄) 마음 면역력 , 나의 다정하고 무례한 엄마, (원하는 것이 모두 이루어지는) 1%의 마법, 나도 아직 나를 모른다:뇌과학과 임상심리학이 부서진 마음에게 전하는 말, 내 삶의 의미는 무엇인가=Logotherapy, 내 안의 어린 아이가 울고 있다 :상처 입은 내면아이와 화해하는 치유의 심리학  입니다."
아프리카제문학 장르에서 인기 있는 도서는 무엇인가요?,아프리카제문학 장르에서 인기 있는 도서는 별들은 여름에 수군대는 걸 좋아해 :아프리카 코이산족 채록 시집  입니다.
"체조, 유희 장르에서 인기 있는 도서는 무엇인가요?","체조, 유희 장르에서 인기 있는 도서는 남극으로 걸어간 산책자, 나는 통증 없이 산다:목, 어깨, 허리, 무릎 통증이 사라지는 습관 입니다."
"전집, 총서, 강좌 장르에서 인기 있는 도서는 무엇인가요?","전집, 총서, 강좌 장르에서 인기 있는 도서는 (요리조리 열어보는) 세계의 기차, (요리조리 열어 보는)병원:열면 또 열리는 50개 플랩, (Usborne 요리조리 열어보는) 집 짓는 기계들, (어디어디 숨었니?) 슈웅! 우주여행, (요리조리 열어 보는) 비행기와 공항, (요리조리 열어 보는) 지구, 요리조리 열어 보는 우리 몸, (요리조리 열어 보는) 정글 탐험, (요리조리 열어 보는)바다, (요리조리 열어 보는) 생활 속 과학 입니다."
성서 장르에서 인기 있는 도서는 무엇인가요?,"성서 장르에서 인기 있는 도서는 (온 가족이 함께 읽는) 성경이야기 , 세상의 탄생, 성서:삶의 진실을 향한 무한 도전, 예수님 이야기, (8세부터 88세까지 읽는) 만화 인물 성경, 왕들의 시대, 빵만으로는 살 수 없다 :이어령 바이블시학 , 복음의 공공성:구약으로 읽는 복음의 본질, 부활의 나라 :쉽게 풀어 쓴 요한계시록 주석 , 성경1독 플러스 만화 성경:구약 입니다."
"고무, 플라스틱공예 장르에서 인기 있는 도서는 무엇인가요?","고무, 플라스틱공예 장르에서 인기 있는 도서는 놀러오세요, 레진아트 공작소 :당신의 일상을 빛내주는 레진아트 클래스 , 사소한 것에 취향을 담아요, 첫번째 밀랍플라워, 캔들:향기가 주는 따스한 위로, 소이캔들·밀랍플라워·석고방향제 입니다."
"공예, 장식미술 장르에서 인기 있는 도서는 무엇인가요?","공예, 장식미술 장르에서 인기 있는 도서는 고무줄 팔찌 만들기 , (미니어처 DIY) 작은 세상 작은 가구:쉽게 만드는 1/6 인형 가구 베스트 아이템, 솝 카빙, (고무인간 신난다의)이야기하며 클레이 쉽게 배우기 , (소원이 이루어지는)미산가 실팔찌 , (아이의 창의력을 쑥쑥 키워주는) 원우맘의 놀이공작교실 , 내 작은 크래프트 숍 시작하기, 뭐든지 뚝딱 만들기 처방전, 석고 방향제:향기를 품은 아름다운 석고 조각, 엣지 있는 선물 공예 46 입니다."
서양철학 장르에서 인기 있는 도서는 무엇인가요?,"서양철학 장르에서 인기 있는 도서는 (만화로 보는) 3분 철학, 소크라테스 익스프레스:철학이 우리 인생에 스며드는 순간, 소크라테스의 변명, (하룻밤에 읽는) 서양철학:쉽게 읽고 깊게 사유하는 지혜로운 시간, (지적 허영을 위한) 퇴근길 철학툰, 미치게 친절한 철학:개념과 맥락으로 독파하는 철학 이야기, 아리스토텔레스 수사학, 경이로운 철학의 역사, 내가 모른다는 것을 아는 참된 지혜:소크라테스가 들려주는 지혜 이야기, 마음의 평온을 얻는 법 입니다."
연극 장르에서 인기 있는 도서는 무엇인가요?,"연극 장르에서 인기 있는 도서는 크리스토퍼 놀란 : 감독이 참여한 첫 공식 도서 , 극장, 정치를 꿈꾸다:식민지, 전쟁, 분단시대의 극장예술, 배우, 연기를 훔쳐라 , 앤드루, 이 무대의 주인공은 너야 입니다."
국가형태 장르에서 인기 있는 도서는 무엇인가요?,"국가형태 장르에서 인기 있는 도서는 국가란 무엇인가, 유토피아, (시오노 나나미의) 국가 이야기, 유토피아니즘 입니다."
동물학 장르에서 인기 있는 도서는 무엇인가요?,"동물학 장르에서 인기 있는 도서는 (충격주의) 왠지 이상한 동물도감, 땅속 세계에서 살아남기, 이유가 있어서 진화했습니다, (플랩을 열며 만나는) 신비한 숲속의 놀라운 동물들, 깜짝 놀랄 이유가 있어서 진화했습니다:충격 비교! 옛날에는 이런 모습이었다고?, (13살을 위한) 놀라운 동물사전 321 , 동물원 친구들은 어떻게 지낼까?:사육사가 들려주는 동물원 가이드, (신기한 동물에게 배우는) 생태계, 진짜가 나타났다!:실제크기동물탐험, (최고를 찾아라!)동물 기네스북 입니다."
유체역학 장르에서 인기 있는 도서는 무엇인가요?,유체역학 장르에서 인기 있는 도서는 개와 고양이의 물 마시는 법 =How dogs and cats drink water :유체역학으로 바라본 경이롭고 매혹적인 동식물의 세계  입니다.
사회조직 및 제도 장르에서 인기 있는 도서는 무엇인가요?,"사회조직 및 제도 장르에서 인기 있는 도서는 엄마, 아빠 사용 설명서:행복한 우리 집을 위한 엄마, 아빠 사용 안내서, 가족 사랑하는 법, 가족의 가족을 뭐라고 부르지?:바르게 부르는 가족 호칭책, 불안, 이상한 정상가족:자율적 개인과 열린 공동체를 그리며, 세습 중산층 사회:90년대생이 경험하는 불평등은 어떻게 다른가, 결혼은 신중하게 이혼은 신속하게:17만 유튜버 '아는 변호사'의 결혼 이혼 실전 문답, 하하호호 우리집 가족대장 나행복이 간다!, 능력주의와 불평등 :능력에 따른 차별은 공정하다는 믿음에 대하여 , 부의 해부학 입니다."
유태교 장르에서 인기 있는 도서는 무엇인가요?,"유태교 장르에서 인기 있는 도서는 (생각의 깊이를 더해 주는) 탈무드, 탈무드 이야기:한 권으로 읽는 지혜로운 이야기 50편, 영원히 살 것처럼 배우고 내일 죽을 것처럼 살아라, 부의 바이블:삼천 년 유대인 역사 속 부의 비밀, (프로이트와 함께 읽는) 탈무드, (초등 학생을 위한) 탈무드 111가지 =111 Talmud for elementary school students , (중학생이 되기 전에 꼭 읽어야 할)탈무드 123가지, (초등학생때 꼭 읽어야 할) 탈무드 지혜동화 7가지 , (1~2학년이 보는) 탈무드, (스스로 생각을 키우는)153가지 탈무드 이야기 입니다."
